territoryName,totalMandates,availableMandates,numParishes,numParishesApproved,blankVotes,blankVotesPercentage,nullVotes,nullVotesPercentage,votersPercentage,subscribedVoters,totalVoters,pre.blankVotes,pre.blankVotesPercentage,pre.nullVotes,pre.nullVotesPercentage,pre.votersPercentage,pre.subscribedVoters,pre.totalVoters,Party,Mandates,Percentage,validVotesPercentage,Votes,Hondt,target
17,0,226,3092,1081,9652,2.5,8874,2.3,51.36,752529,386497,8317,1.94,8171,1.91,52.66,813743,428546,18,0,0.17,0.18,674,0,0
17,0,226,3092,1081,9652,2.5,8874,2.3,51.36,752529,386497,8317,1.94,8171,1.91,52.66,813743,428546,7,0,0.02,0.03,96,0,0
2,0,16,147,12,186,2.92,101,1.59,53.3,11953,6371,124,1.82,111,1.63,54.56,12511,6826,15,0,37.75,39.53,2405,7,1
2,0,16,147,12,186,2.92,101,1.59,53.3,11953,6371,124,1.82,111,1.63,54.56,12511,6826,17,0,34.33,35.95,2187,7,1
2,0,16,147,12,186,2.92,101,1.59,53.3,11953,6371,124,1.82,111,1.63,54.56,12511,6826,1,0,7.47,7.82,476,1,1
2,0,16,147,12,186,2.92,101,1.59,53.3,11953,6371,124,1.82,111,1.63,54.56,12511,6826,2,0,6.14,6.43,391,1,1
2,0,16,147,12,186,2.92,101,1.59,53.3,11953,6371,124,1.82,111,1.63,54.56,12511,6826,11,0,2.39,2.5,152,0,0
2,0,16,147,12,186,2.92,101,1.59,53.3,11953,6371,124,1.82,111,1.63,54.56,12511,6826,10,0,2.04,2.14,130,0,0
2,0,16,147,12,186,2.92,101,1.59,53.3,11953,6371,124,1.82,111,1.63,54.56,12511,6826,20,0,1.62,1.69,103,0,0
2,0,16,147,12,186,2.92,101,1.59,53.3,11953,6371,124,1.82,111,1.63,54.56,12511,6826,12,0,0.58,0.61,37,0,0
2,0,16,147,12,186,2.92,101,1.59,53.3,11953,6371,124,1.82,111,1.63,54.56,12511,6826,3,0,0.57,0.59,36,0,0
2,0,16,147,12,186,2.92,101,1.59,53.3,11953,6371,124,1.82,111,1.63,54.56,12511,6826,4,0,0.55,0.58,35,0,0
2,0,16,147,12,186,2.92,101,1.59,53.3,11953,6371,124,1.82,111,1.63,54.56,12511,6826,0,0,0.39,0.41,25,0,0
2,0,16,147,12,186,2.92,101,1.59,53.3,11953,6371,124,1.82,111,1.63,54.56,12511,6826,6,0,0.39,0.41,25,0,0
2,0,16,147,12,186,2.92,101,1.59,53.3,11953,6371,124,1.82,111,1.63,54.56,12511,6826,14,0,0.3,0.31,19,0,0
2,0,16,147,12,186,2.92,101,1.59,53.3,11953,6371,124,1.82,111,1.63,54.56,12511,6826,16,0,0.24,0.25,15,0,0
2,0,16,147,12,186,2.92,101,1.59,53.3,11953,6371,124,1.82,111,1.63,54.56,12511,6826,19,0,0.19,0.2,12,0,0
2,0,16,147,12,186,2.92,101,1.59,53.3,11953,6371,124,1.82,111,1.63,54.56,12511,6826,9,0,0.17,0.18,11,0,0
2,0,16,147,12,186,2.92,101,1.59,53.3,11953,6371,124,1.82,111,1.63,54.56,12511,6826,18,0,0.13,0.13,8,0,0
2,0,16,147,12,186,2.92,101,1.59,53.3,11953,6371,124,1.82,111,1.63,54.56,12511,6826,8,0,0.11,0.12,7,0,0
2,0,16,147,12,186,2.92,101,1.59,53.3,11953,6371,124,1.82,111,1.63,54.56,12511,6826,5,0,0.09,0.1,6,0,0
2,0,16,147,12,186,2.92,101,1.59,53.3,11953,6371,124,1.82,111,1.63,54.56,12511,6826,13,0,0.06,0.07,4,0,0
3,0,3,75,23,125,1.69,136,1.84,52.24,14136,7384,122,1.37,140,1.57,58.12,15357,8926,17,0,46.06,47.75,3401,2,1
3,0,3,75,23,125,1.69,136,1.84,52.24,14136,7384,122,1.37,140,1.57,58.12,15357,8926,11,0,24.61,25.51,1817,1,1
3,0,3,75,23,125,1.69,136,1.84,52.24,14136,7384,122,1.37,140,1.57,58.12,15357,8926,15,0,10.1,10.47,746,0,0
3,0,3,75,23,125,1.69,136,1.84,52.24,14136,7384,122,1.37,140,1.57,58.12,15357,8926,1,0,7.35,7.62,543,0,0
3,0,3,75,23,125,1.69,136,1.84,52.24,14136,7384,122,1.37,140,1.57,58.12,15357,8926,12,0,1.83,1.9,135,0,0
3,0,3,75,23,125,1.69,136,1.84,52.24,14136,7384,122,1.37,140,1.57,58.12,15357,8926,2,0,1.75,1.81,129,0,0
3,0,3,75,23,125,1.69,136,1.84,52.24,14136,7384,122,1.37,140,1.57,58.12,15357,8926,3,0,1.34,1.39,99,0,0
3,0,3,75,23,125,1.69,136,1.84,52.24,14136,7384,122,1.37,140,1.57,58.12,15357,8926,10,0,1.27,1.32,94,0,0
3,0,3,75,23,125,1.69,136,1.84,52.24,14136,7384,122,1.37,140,1.57,58.12,15357,8926,6,0,0.46,0.48,34,0,0
3,0,3,75,23,125,1.69,136,1.84,52.24,14136,7384,122,1.37,140,1.57,58.12,15357,8926,4,0,0.39,0.41,29,0,0
3,0,3,75,23,125,1.69,136,1.84,52.24,14136,7384,122,1.37,140,1.57,58.12,15357,8926,0,0,0.3,0.31,22,0,0
3,0,3,75,23,125,1.69,136,1.84,52.24,14136,7384,122,1.37,140,1.57,58.12,15357,8926,8,0,0.27,0.28,20,0,0
3,0,3,75,23,125,1.69,136,1.84,52.24,14136,7384,122,1.37,140,1.57,58.12,15357,8926,13,0,0.2,0.21,15,0,0
3,0,3,75,23,125,1.69,136,1.84,52.24,14136,7384,122,1.37,140,1.57,58.12,15357,8926,14,0,0.16,0.17,12,0,0
3,0,3,75,23,125,1.69,136,1.84,52.24,14136,7384,122,1.37,140,1.57,58.12,15357,8926,16,0,0.14,0.14,10,0,0
3,0,3,75,23,125,1.69,136,1.84,52.24,14136,7384,122,1.37,140,1.57,58.12,15357,8926,18,0,0.12,0.13,9,0,0
3,0,3,75,23,125,1.69,136,1.84,52.24,14136,7384,122,1.37,140,1.57,58.12,15357,8926,9,0,0.11,0.11,8,0,0
4,0,19,347,61,888,2.89,1029,3.35,57.16,53691,30689,648,2.03,428,1.34,56.26,56801,31957,17,0,37.4,39.89,11477,9,1
4,0,19,347,61,888,2.89,1029,3.35,57.16,53691,30689,648,2.03,428,1.34,56.26,56801,31957,15,0,37.09,39.57,11384,8,1
4,0,19,347,61,888,2.89,1029,3.35,57.16,53691,30689,648,2.03,428,1.34,56.26,56801,31957,1,0,5.98,6.38,1835,1,1
4,0,19,347,61,888,2.89,1029,3.35,57.16,53691,30689,648,2.03,428,1.34,56.26,56801,31957,2,0,4.31,4.6,1323,1,1
4,0,19,347,61,888,2.89,1029,3.35,57.16,53691,30689,648,2.03,428,1.34,56.26,56801,31957,11,0,2.56,2.74,787,0,0
4,0,19,347,61,888,2.89,1029,3.35,57.16,53691,30689,648,2.03,428,1.34,56.26,56801,31957,10,0,1.85,1.98,569,0,0
4,0,19,347,61,888,2.89,1029,3.35,57.16,53691,30689,648,2.03,428,1.34,56.26,56801,31957,20,0,0.84,0.9,258,0,0
4,0,19,347,61,888,2.89,1029,3.35,57.16,53691,30689,648,2.03,428,1.34,56.26,56801,31957,3,0,0.61,0.65,188,0,0
4,0,19,347,61,888,2.89,1029,3.35,57.16,53691,30689,648,2.03,428,1.34,56.26,56801,31957,4,0,0.5,0.53,152,0,0
4,0,19,347,61,888,2.89,1029,3.35,57.16,53691,30689,648,2.03,428,1.34,56.26,56801,31957,0,0,0.49,0.52,149,0,0
4,0,19,347,61,888,2.89,1029,3.35,57.16,53691,30689,648,2.03,428,1.34,56.26,56801,31957,12,0,0.48,0.51,146,0,0
4,0,19,347,61,888,2.89,1029,3.35,57.16,53691,30689,648,2.03,428,1.34,56.26,56801,31957,6,0,0.45,0.48,138,0,0
4,0,19,347,61,888,2.89,1029,3.35,57.16,53691,30689,648,2.03,428,1.34,56.26,56801,31957,8,0,0.24,0.26,74,0,0
4,0,19,347,61,888,2.89,1029,3.35,57.16,53691,30689,648,2.03,428,1.34,56.26,56801,31957,9,0,0.2,0.21,61,0,0
4,0,19,347,61,888,2.89,1029,3.35,57.16,53691,30689,648,2.03,428,1.34,56.26,56801,31957,13,0,0.17,0.18,51,0,0
4,0,19,347,61,888,2.89,1029,3.35,57.16,53691,30689,648,2.03,428,1.34,56.26,56801,31957,14,0,0.17,0.18,51,0,0
4,0,19,347,61,888,2.89,1029,3.35,57.16,53691,30689,648,2.03,428,1.34,56.26,56801,31957,5,0,0.11,0.11,33,0,0
4,0,19,347,61,888,2.89,1029,3.35,57.16,53691,30689,648,2.03,428,1.34,56.26,56801,31957,18,0,0.11,0.12,34,0,0
4,0,19,347,61,888,2.89,1029,3.35,57.16,53691,30689,648,2.03,428,1.34,56.26,56801,31957,16,0,0.1,0.1,30,0,0
4,0,19,347,61,888,2.89,1029,3.35,57.16,53691,30689,648,2.03,428,1.34,56.26,56801,31957,7,0,0.06,0.06,17,0,0
4,0,19,347,61,888,2.89,1029,3.35,57.16,53691,30689,648,2.03,428,1.34,56.26,56801,31957,19,0,0.05,0.05,15,0,0
5,0,3,226,96,268,1.91,323,2.3,42.88,32796,14064,265,1.64,321,1.99,45.24,35671,16138,15,0,42.78,44.66,6017,2,1
5,0,3,226,96,268,1.91,323,2.3,42.88,32796,14064,265,1.64,321,1.99,45.24,35671,16138,17,0,36.63,38.23,5151,1,1
5,0,3,226,96,268,1.91,323,2.3,42.88,32796,14064,265,1.64,321,1.99,45.24,35671,16138,1,0,5.01,5.23,704,0,0
5,0,3,226,96,268,1.91,323,2.3,42.88,32796,14064,265,1.64,321,1.99,45.24,35671,16138,2,0,4.79,5,674,0,0
5,0,3,226,96,268,1.91,323,2.3,42.88,32796,14064,265,1.64,321,1.99,45.24,35671,16138,11,0,1.62,1.69,228,0,0
5,0,3,226,96,268,1.91,323,2.3,42.88,32796,14064,265,1.64,321,1.99,45.24,35671,16138,10,0,0.92,0.96,129,0,0
5,0,3,226,96,268,1.91,323,2.3,42.88,32796,14064,265,1.64,321,1.99,45.24,35671,16138,20,0,0.68,0.71,96,0,0
5,0,3,226,96,268,1.91,323,2.3,42.88,32796,14064,265,1.64,321,1.99,45.24,35671,16138,3,0,0.64,0.67,90,0,0
5,0,3,226,96,268,1.91,323,2.3,42.88,32796,14064,265,1.64,321,1.99,45.24,35671,16138,12,0,0.59,0.62,83,0,0
5,0,3,226,96,268,1.91,323,2.3,42.88,32796,14064,265,1.64,321,1.99,45.24,35671,16138,6,0,0.38,0.39,53,0,0
5,0,3,226,96,268,1.91,323,2.3,42.88,32796,14064,265,1.64,321,1.99,45.24,35671,16138,0,0,0.33,0.34,46,0,0
5,0,3,226,96,268,1.91,323,2.3,42.88,32796,14064,265,1.64,321,1.99,45.24,35671,16138,4,0,0.28,0.3,40,0,0
5,0,3,226,96,268,1.91,323,2.3,42.88,32796,14064,265,1.64,321,1.99,45.24,35671,16138,13,0,0.23,0.24,33,0,0
5,0,3,226,96,268,1.91,323,2.3,42.88,32796,14064,265,1.64,321,1.99,45.24,35671,16138,19,0,0.23,0.24,33,0,0
5,0,3,226,96,268,1.91,323,2.3,42.88,32796,14064,265,1.64,321,1.99,45.24,35671,16138,18,0,0.19,0.2,27,0,0
5,0,3,226,96,268,1.91,323,2.3,42.88,32796,14064,265,1.64,321,1.99,45.24,35671,16138,9,0,0.18,0.19,26,0,0
5,0,3,226,96,268,1.91,323,2.3,42.88,32796,14064,265,1.64,321,1.99,45.24,35671,16138,14,0,0.17,0.18,24,0,0
5,0,3,226,96,268,1.91,323,2.3,42.88,32796,14064,265,1.64,321,1.99,45.24,35671,16138,16,0,0.14,0.14,19,0,0
6,0,4,120,73,593,2.36,740,2.95,53.19,47149,25078,543,1.86,707,2.42,55.52,52676,29244,17,0,43.57,46.01,10926,3,1
6,0,4,120,73,593,2.36,740,2.95,53.19,47149,25078,543,1.86,707,2.42,55.52,52676,29244,15,0,26.96,28.47,6760,1,1
6,0,4,120,73,593,2.36,740,2.95,53.19,47149,25078,543,1.86,707,2.42,55.52,52676,29244,1,0,8.75,9.24,2194,0,0
6,0,4,120,73,593,2.36,740,2.95,53.19,47149,25078,543,1.86,707,2.42,55.52,52676,29244,2,0,3.96,4.18,993,0,0
6,0,4,120,73,593,2.36,740,2.95,53.19,47149,25078,543,1.86,707,2.42,55.52,52676,29244,11,0,3.9,4.11,977,0,0
6,0,4,120,73,593,2.36,740,2.95,53.19,47149,25078,543,1.86,707,2.42,55.52,52676,29244,10,0,1.96,2.07,492,0,0
6,0,4,120,73,593,2.36,740,2.95,53.19,47149,25078,543,1.86,707,2.42,55.52,52676,29244,3,0,1.14,1.21,287,0,0
6,0,4,120,73,593,2.36,740,2.95,53.19,47149,25078,543,1.86,707,2.42,55.52,52676,29244,12,0,0.84,0.89,211,0,0
6,0,4,120,73,593,2.36,740,2.95,53.19,47149,25078,543,1.86,707,2.42,55.52,52676,29244,20,0,0.66,0.7,166,0,0
6,0,4,120,73,593,2.36,740,2.95,53.19,47149,25078,543,1.86,707,2.42,55.52,52676,29244,6,0,0.62,0.65,155,0,0
6,0,4,120,73,593,2.36,740,2.95,53.19,47149,25078,543,1.86,707,2.42,55.52,52676,29244,0,0,0.54,0.57,135,0,0
6,0,4,120,73,593,2.36,740,2.95,53.19,47149,25078,543,1.86,707,2.42,55.52,52676,29244,19,0,0.41,0.43,102,0,0
6,0,4,120,73,593,2.36,740,2.95,53.19,47149,25078,543,1.86,707,2.42,55.52,52676,29244,4,0,0.35,0.37,87,0,0
6,0,4,120,73,593,2.36,740,2.95,53.19,47149,25078,543,1.86,707,2.42,55.52,52676,29244,16,0,0.24,0.26,61,0,0
6,0,4,120,73,593,2.36,740,2.95,53.19,47149,25078,543,1.86,707,2.42,55.52,52676,29244,14,0,0.22,0.24,56,0,0
6,0,4,120,73,593,2.36,740,2.95,53.19,47149,25078,543,1.86,707,2.42,55.52,52676,29244,18,0,0.22,0.23,55,0,0
6,0,4,120,73,593,2.36,740,2.95,53.19,47149,25078,543,1.86,707,2.42,55.52,52676,29244,8,0,0.2,0.21,51,0,0
6,0,4,120,73,593,2.36,740,2.95,53.19,47149,25078,543,1.86,707,2.42,55.52,52676,29244,13,0,0.15,0.16,37,0,0
7,0,9,155,32,376,3.5,284,2.65,51.33,20899,10728,272,2.22,269,2.2,54.27,22576,12251,17,0,43.75,46.62,4694,5,1
7,0,9,155,32,376,3.5,284,2.65,51.33,20899,10728,272,2.22,269,2.2,54.27,22576,12251,15,0,29.07,30.98,3119,3,1
7,0,9,155,32,376,3.5,284,2.65,51.33,20899,10728,272,2.22,269,2.2,54.27,22576,12251,1,0,7.78,8.29,835,1,1
7,0,9,155,32,376,3.5,284,2.65,51.33,20899,10728,272,2.22,269,2.2,54.27,22576,12251,2,0,3.52,3.75,378,0,0
7,0,9,155,32,376,3.5,284,2.65,51.33,20899,10728,272,2.22,269,2.2,54.27,22576,12251,11,0,3.37,3.59,361,0,0
7,0,9,155,32,376,3.5,284,2.65,51.33,20899,10728,272,2.22,269,2.2,54.27,22576,12251,10,0,1.61,1.72,173,0,0
7,0,9,155,32,376,3.5,284,2.65,51.33,20899,10728,272,2.22,269,2.2,54.27,22576,12251,3,0,0.75,0.79,80,0,0
7,0,9,155,32,376,3.5,284,2.65,51.33,20899,10728,272,2.22,269,2.2,54.27,22576,12251,0,0,0.7,0.74,75,0,0
7,0,9,155,32,376,3.5,284,2.65,51.33,20899,10728,272,2.22,269,2.2,54.27,22576,12251,20,0,0.7,0.74,75,0,0
7,0,9,155,32,376,3.5,284,2.65,51.33,20899,10728,272,2.22,269,2.2,54.27,22576,12251,6,0,0.55,0.59,59,0,0
7,0,9,155,32,376,3.5,284,2.65,51.33,20899,10728,272,2.22,269,2.2,54.27,22576,12251,12,0,0.48,0.52,52,0,0
7,0,9,155,32,376,3.5,284,2.65,51.33,20899,10728,272,2.22,269,2.2,54.27,22576,12251,4,0,0.28,0.3,30,0,0
7,0,9,155,32,376,3.5,284,2.65,51.33,20899,10728,272,2.22,269,2.2,54.27,22576,12251,14,0,0.28,0.3,30,0,0
7,0,9,155,32,376,3.5,284,2.65,51.33,20899,10728,272,2.22,269,2.2,54.27,22576,12251,13,0,0.24,0.26,26,0,0
7,0,9,155,32,376,3.5,284,2.65,51.33,20899,10728,272,2.22,269,2.2,54.27,22576,12251,19,0,0.18,0.19,19,0,0
7,0,9,155,32,376,3.5,284,2.65,51.33,20899,10728,272,2.22,269,2.2,54.27,22576,12251,7,0,0.17,0.18,18,0,0
7,0,9,155,32,376,3.5,284,2.65,51.33,20899,10728,272,2.22,269,2.2,54.27,22576,12251,9,0,0.13,0.14,14,0,0
7,0,9,155,32,376,3.5,284,2.65,51.33,20899,10728,272,2.22,269,2.2,54.27,22576,12251,8,0,0.1,0.11,11,0,0
7,0,9,155,32,376,3.5,284,2.65,51.33,20899,10728,272,2.22,269,2.2,54.27,22576,12251,16,0,0.09,0.1,10,0,0
7,0,9,155,32,376,3.5,284,2.65,51.33,20899,10728,272,2.22,269,2.2,54.27,22576,12251,5,0,0.08,0.09,9,0,0
0,0,3,69,21,138,1.72,108,1.34,55.48,14494,8041,97,1,111,1.14,62.58,15541,9726,17,0,44.48,45.89,3577,2,1
0,0,3,69,21,138,1.72,108,1.34,55.48,14494,8041,97,1,111,1.14,62.58,15541,9726,11,0,20.41,21.05,1641,1,1
0,0,3,69,21,138,1.72,108,1.34,55.48,14494,8041,97,1,111,1.14,62.58,15541,9726,15,0,14.08,14.52,1132,0,0
0,0,3,69,21,138,1.72,108,1.34,55.48,14494,8041,97,1,111,1.14,62.58,15541,9726,1,0,7.98,8.24,642,0,0
0,0,3,69,21,138,1.72,108,1.34,55.48,14494,8041,97,1,111,1.14,62.58,15541,9726,2,0,2.47,2.55,199,0,0
0,0,3,69,21,138,1.72,108,1.34,55.48,14494,8041,97,1,111,1.14,62.58,15541,9726,3,0,1.73,1.78,139,0,0
0,0,3,69,21,138,1.72,108,1.34,55.48,14494,8041,97,1,111,1.14,62.58,15541,9726,12,0,1.38,1.42,111,0,0
0,0,3,69,21,138,1.72,108,1.34,55.48,14494,8041,97,1,111,1.14,62.58,15541,9726,10,0,1.11,1.14,89,0,0
0,0,3,69,21,138,1.72,108,1.34,55.48,14494,8041,97,1,111,1.14,62.58,15541,9726,9,0,0.77,0.8,62,0,0
0,0,3,69,21,138,1.72,108,1.34,55.48,14494,8041,97,1,111,1.14,62.58,15541,9726,0,0,0.46,0.47,37,0,0
0,0,3,69,21,138,1.72,108,1.34,55.48,14494,8041,97,1,111,1.14,62.58,15541,9726,20,0,0.46,0.47,37,0,0
0,0,3,69,21,138,1.72,108,1.34,55.48,14494,8041,97,1,111,1.14,62.58,15541,9726,6,0,0.36,0.37,29,0,0
0,0,3,69,21,138,1.72,108,1.34,55.48,14494,8041,97,1,111,1.14,62.58,15541,9726,4,0,0.3,0.31,24,0,0
0,0,3,69,21,138,1.72,108,1.34,55.48,14494,8041,97,1,111,1.14,62.58,15541,9726,14,0,0.22,0.23,18,0,0
0,0,3,69,21,138,1.72,108,1.34,55.48,14494,8041,97,1,111,1.14,62.58,15541,9726,8,0,0.16,0.17,13,0,0
0,0,3,69,21,138,1.72,108,1.34,55.48,14494,8041,97,1,111,1.14,62.58,15541,9726,13,0,0.15,0.15,12,0,0
0,0,3,69,21,138,1.72,108,1.34,55.48,14494,8041,97,1,111,1.14,62.58,15541,9726,16,0,0.15,0.15,12,0,0
0,0,3,69,21,138,1.72,108,1.34,55.48,14494,8041,97,1,111,1.14,62.58,15541,9726,19,0,0.14,0.14,11,0,0
0,0,3,69,21,138,1.72,108,1.34,55.48,14494,8041,97,1,111,1.14,62.58,15541,9726,18,0,0.12,0.13,10,0,0
8,0,9,67,15,239,3.26,149,2.03,52.16,14071,7340,197,2.37,158,1.9,56.47,14706,8304,17,0,42.78,45.17,3140,5,1
8,0,9,67,15,239,3.26,149,2.03,52.16,14071,7340,197,2.37,158,1.9,56.47,14706,8304,15,0,22.22,23.46,1631,3,1
8,0,9,67,15,239,3.26,149,2.03,52.16,14071,7340,197,2.37,158,1.9,56.47,14706,8304,1,0,10.4,10.98,763,1,1
8,0,9,67,15,239,3.26,149,2.03,52.16,14071,7340,197,2.37,158,1.9,56.47,14706,8304,11,0,6.2,6.54,455,0,0
8,0,9,67,15,239,3.26,149,2.03,52.16,14071,7340,197,2.37,158,1.9,56.47,14706,8304,2,0,3.8,4.01,279,0,0
8,0,9,67,15,239,3.26,149,2.03,52.16,14071,7340,197,2.37,158,1.9,56.47,14706,8304,10,0,3,3.16,220,0,0
8,0,9,67,15,239,3.26,149,2.03,52.16,14071,7340,197,2.37,158,1.9,56.47,14706,8304,3,0,1.57,1.65,115,0,0
8,0,9,67,15,239,3.26,149,2.03,52.16,14071,7340,197,2.37,158,1.9,56.47,14706,8304,12,0,0.68,0.72,50,0,0
8,0,9,67,15,239,3.26,149,2.03,52.16,14071,7340,197,2.37,158,1.9,56.47,14706,8304,6,0,0.65,0.69,48,0,0
8,0,9,67,15,239,3.26,149,2.03,52.16,14071,7340,197,2.37,158,1.9,56.47,14706,8304,20,0,0.6,0.63,44,0,0
8,0,9,67,15,239,3.26,149,2.03,52.16,14071,7340,197,2.37,158,1.9,56.47,14706,8304,0,0,0.48,0.5,35,0,0
8,0,9,67,15,239,3.26,149,2.03,52.16,14071,7340,197,2.37,158,1.9,56.47,14706,8304,9,0,0.45,0.47,33,0,0
8,0,9,67,15,239,3.26,149,2.03,52.16,14071,7340,197,2.37,158,1.9,56.47,14706,8304,4,0,0.41,0.43,30,0,0
8,0,9,67,15,239,3.26,149,2.03,52.16,14071,7340,197,2.37,158,1.9,56.47,14706,8304,16,0,0.31,0.33,23,0,0
8,0,9,67,15,239,3.26,149,2.03,52.16,14071,7340,197,2.37,158,1.9,56.47,14706,8304,8,0,0.27,0.29,20,0,0
8,0,9,67,15,239,3.26,149,2.03,52.16,14071,7340,197,2.37,158,1.9,56.47,14706,8304,19,0,0.27,0.29,20,0,0
8,0,9,67,15,239,3.26,149,2.03,52.16,14071,7340,197,2.37,158,1.9,56.47,14706,8304,14,0,0.26,0.27,19,0,0
8,0,9,67,15,239,3.26,149,2.03,52.16,14071,7340,197,2.37,158,1.9,56.47,14706,8304,18,0,0.19,0.2,14,0,0
8,0,9,67,15,239,3.26,149,2.03,52.16,14071,7340,197,2.37,158,1.9,56.47,14706,8304,13,0,0.18,0.19,13,0,0
9,0,3,242,173,735,2.49,828,2.81,48.5,60818,29494,698,2.04,893,2.61,50.38,67834,34177,15,0,37.53,39.63,11070,2,1
9,0,3,242,173,735,2.49,828,2.81,48.5,60818,29494,698,2.04,893,2.61,50.38,67834,34177,17,0,37.24,39.32,10983,1,1
9,0,3,242,173,735,2.49,828,2.81,48.5,60818,29494,698,2.04,893,2.61,50.38,67834,34177,1,0,6,6.34,1770,0,0
9,0,3,242,173,735,2.49,828,2.81,48.5,60818,29494,698,2.04,893,2.61,50.38,67834,34177,2,0,5.58,5.9,1647,0,0
9,0,3,242,173,735,2.49,828,2.81,48.5,60818,29494,698,2.04,893,2.61,50.38,67834,34177,11,0,2.27,2.4,670,0,0
9,0,3,242,173,735,2.49,828,2.81,48.5,60818,29494,698,2.04,893,2.61,50.38,67834,34177,10,0,1.27,1.34,375,0,0
9,0,3,242,173,735,2.49,828,2.81,48.5,60818,29494,698,2.04,893,2.61,50.38,67834,34177,3,0,1.11,1.17,328,0,0
9,0,3,242,173,735,2.49,828,2.81,48.5,60818,29494,698,2.04,893,2.61,50.38,67834,34177,20,0,0.66,0.7,196,0,0
9,0,3,242,173,735,2.49,828,2.81,48.5,60818,29494,698,2.04,893,2.61,50.38,67834,34177,4,0,0.51,0.54,151,0,0
9,0,3,242,173,735,2.49,828,2.81,48.5,60818,29494,698,2.04,893,2.61,50.38,67834,34177,12,0,0.46,0.48,135,0,0
9,0,3,242,173,735,2.49,828,2.81,48.5,60818,29494,698,2.04,893,2.61,50.38,67834,34177,0,0,0.41,0.44,122,0,0
9,0,3,242,173,735,2.49,828,2.81,48.5,60818,29494,698,2.04,893,2.61,50.38,67834,34177,6,0,0.39,0.41,115,0,0
9,0,3,242,173,735,2.49,828,2.81,48.5,60818,29494,698,2.04,893,2.61,50.38,67834,34177,18,0,0.29,0.3,85,0,0
9,0,3,242,173,735,2.49,828,2.81,48.5,60818,29494,698,2.04,893,2.61,50.38,67834,34177,14,0,0.22,0.23,65,0,0
